KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
MHS132,RTT Performance Percentage,364,01/01/2026,31/03/2026,GIPSIL LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ACTION FOR CHILDREN - DERBY CC EHWS
MHS126,People Waiting,*,01/01/2026,31/03/2026,ACTION FOR CHILDREN - DERBY CC EHWS
MHS131,People Treated,46,01/01/2026,31/03/2026,ACTION FOR CHILDREN - DERBY CC EHWS
MHS132,RTT Performance Percentage,112,01/01/2026,31/03/2026,ACTION FOR CHILDREN - DERBY CC EHWS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HARMLESS CIC
MHS126,People Waiting,*,01/01/2026,31/03/2026,HARMLESS CIC
MHS131,People Treated,*,01/01/2026,31/03/2026,HARMLESS CIC
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,HARMLESS CIC
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SKYLIGHT PSYCHIATRY
MHS126,People Waiting,*,01/01/2026,31/03/2026,SKYLIGHT PSYCHIATRY
MHS131,People Treated,*,01/01/2026,31/03/2026,SKYLIGHT PSYCHIATRY
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SKYLIGHT PSYCHIATRY
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BARCHESTER HEALTHCARE HOMES LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,BARCHESTER HEALTHCARE HOMES LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,BARCHESTER HEALTHCARE HOMES LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,BARCHESTER HEALTHCARE HOMES LIMITED
MHS125,People Entering RTT Pathway,30,01/01/2026,31/03/2026,SOUTHDOWN HOUSING ASSOCIATION LTD
MHS126,People Waiting,142,01/01/2026,31/03/2026,SOUTHDOWN HOUSING ASSOCIATION LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,SOUTHDOWN HOUSING ASSOCIATION LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SOUTHDOWN HOUSING ASSOCIATION LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BHT SUSSEX
MHS126,People Waiting,*,01/01/2026,31/03/2026,BHT SUSSEX
MHS131,People Treated,130,01/01/2026,31/03/2026,BHT SUSSEX
MHS132,RTT Performance Percentage,159,01/01/2026,31/03/2026,BHT SUSSEX
MHS125,People Entering RTT Pathway,288,01/01/2026,31/03/2026,SUFFOLK MIND
MHS126,People Waiting,389,01/01/2026,31/03/2026,SUFFOLK MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,SUFFOLK MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SUFFOLK MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,KIRSOP-TAYLOR HEALTHCARE LTD TRADING AS KT HEALTHCARE
MHS126,People Waiting,*,01/01/2026,31/03/2026,KIRSOP-TAYLOR HEALTHCARE LTD TRADING AS KT HEALTHCARE
MHS131,People Treated,*,01/01/2026,31/03/2026,KIRSOP-TAYLOR HEALTHCARE LTD TRADING AS KT HEALTHCARE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,KIRSOP-TAYLOR HEALTHCARE LTD TRADING AS KT HEALTHCARE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,FRAMEWORK HOUSING ASSOCIATION
MHS126,People Waiting,*,01/01/2026,31/03/2026,FRAMEWORK HOUSING ASSOCIATION
MHS131,People Treated,*,01/01/2026,31/03/2026,FRAMEWORK HOUSING ASSOCIATION
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,FRAMEWORK HOUSING ASSOCIATION
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,THE TOGETHER TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,THE TOGETHER TRUST
MHS131,People Treated,*,01/01/2026,31/03/2026,THE TOGETHER TRUST
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,THE TOGETHER TRUST
MHS125,People Entering RTT Pathway,41,01/01/2026,31/03/2026,SOUTH YORKSHIRE HOUSING ASSOCIATION LIMITED
MHS126,People Waiting,104,01/01/2026,31/03/2026,SOUTH YORKSHIRE HOUSING ASSOCIATION LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,SOUTH YORKSHIRE HOUSING ASSOCIATION LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SOUTH YORKSHIRE HOUSING ASSOCIATION LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ALLKIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,ALLKIND
MHS131,People Treated,15,01/01/2026,31/03/2026,ALLKIND
MHS132,RTT Performance Percentage,45,01/01/2026,31/03/2026,ALLKIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED
MHS131,People Treated,25,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED
MHS132,RTT Performance Percentage,57,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED HQ
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED HQ
MHS131,People Treated,60,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED HQ
MHS132,RTT Performance Percentage,202,01/01/2026,31/03/2026,NORTHPOINT WELLBEING LIMITED HQ
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,INMIND HEALTHCARE - HEAD OFFICE
MHS126,People Waiting,*,01/01/2026,31/03/2026,INMIND HEALTHCARE - HEAD OFFICE
MHS131,People Treated,*,01/01/2026,31/03/2026,INMIND HEALTHCARE - HEAD OFFICE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,INMIND HEALTHCARE - HEAD OFFICE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BRAMLEY HEALTH
MHS126,People Waiting,*,01/01/2026,31/03/2026,BRAMLEY HEALTH
MHS131,People Treated,*,01/01/2026,31/03/2026,BRAMLEY HEALTH
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,BRAMLEY HEALTH
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,COOKSON HOUSE
MHS126,People Waiting,*,01/01/2026,31/03/2026,COOKSON HOUSE
MHS131,People Treated,*,01/01/2026,31/03/2026,COOKSON HOUSE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,COOKSON HOUSE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BMHC-FTB
MHS126,People Waiting,*,01/01/2026,31/03/2026,BMHC-FTB
MHS131,People Treated,21,01/01/2026,31/03/2026,BMHC-FTB
MHS132,RTT Performance Percentage,52,01/01/2026,31/03/2026,BMHC-FTB
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SECOND STEP
MHS126,People Waiting,*,01/01/2026,31/03/2026,SECOND STEP
MHS131,People Treated,*,01/01/2026,31/03/2026,SECOND STEP
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SECOND STEP
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,WESTON SAFE HAVEN
MHS126,People Waiting,*,01/01/2026,31/03/2026,WESTON SAFE HAVEN
MHS131,People Treated,*,01/01/2026,31/03/2026,WESTON SAFE HAVEN
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,WESTON SAFE HAVEN
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SELF HELP SERVICES (MANCHESTER)
MHS126,People Waiting,*,01/01/2026,31/03/2026,SELF HELP SERVICES (MANCHESTER)
MHS131,People Treated,9,01/01/2026,31/03/2026,SELF HELP SERVICES (MANCHESTER)
MHS132,RTT Performance Percentage,39,01/01/2026,31/03/2026,SELF HELP SERVICES (MANCHESTER)
MHS125,People Entering RTT Pathway,83,01/01/2026,31/03/2026,SELF HELP SERVICES (TANDG)
MHS126,People Waiting,163,01/01/2026,31/03/2026,SELF HELP SERVICES (TANDG)
MHS131,People Treated,49,01/01/2026,31/03/2026,SELF HELP SERVICES (TANDG)
MHS132,RTT Performance Percentage,75,01/01/2026,31/03/2026,SELF HELP SERVICES (TANDG)
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,THE KALEIDOSCOPE PLUS GROUP
MHS126,People Waiting,*,01/01/2026,31/03/2026,THE KALEIDOSCOPE PLUS GROUP
MHS131,People Treated,195,01/01/2026,31/03/2026,THE KALEIDOSCOPE PLUS GROUP
MHS132,RTT Performance Percentage,289,01/01/2026,31/03/2026,THE KALEIDOSCOPE PLUS GROUP
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,1POINT (NORTH WEST)
MHS126,People Waiting,*,01/01/2026,31/03/2026,1POINT (NORTH WEST)
MHS131,People Treated,*,01/01/2026,31/03/2026,1POINT (NORTH WEST)
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,1POINT (NORTH WEST)
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ASPENS CHARITIES
MHS126,People Waiting,*,01/01/2026,31/03/2026,ASPENS CHARITIES
MHS131,People Treated,*,01/01/2026,31/03/2026,ASPENS CHARITIES
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ASPENS CHARITIES
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EVERYTURN
MHS126,People Waiting,*,01/01/2026,31/03/2026,EVERYTURN
MHS131,People Treated,*,01/01/2026,31/03/2026,EVERYTURN
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EVERYTURN
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,MUSHKIL AASAAN LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,MUSHKIL AASAAN LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,MUSHKIL AASAAN LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,MUSHKIL AASAAN LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,PARTNERING HEALTH LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,PARTNERING HEALTH LIMITED
MHS131,People Treated,*,01/01/2026,31/03/2026,PARTNERING HEALTH LIMITED
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,PARTNERING HEALTH LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,PRIMARY CARE SHEFFIELD MH TEAM
MHS126,People Waiting,*,01/01/2026,31/03/2026,PRIMARY CARE SHEFFIELD MH TEAM
MHS131,People Treated,*,01/01/2026,31/03/2026,PRIMARY CARE SHEFFIELD MH TEAM
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,PRIMARY CARE SHEFFIELD MH TEAM
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,PRE-SCHOOL LEARNING ALLIANCE
MHS126,People Waiting,*,01/01/2026,31/03/2026,PRE-SCHOOL LEARNING ALLIANCE
MHS131,People Treated,85,01/01/2026,31/03/2026,PRE-SCHOOL LEARNING ALLIANCE
MHS132,RTT Performance Percentage,198,01/01/2026,31/03/2026,PRE-SCHOOL LEARNING ALLIANCE
MHS125,People Entering RTT Pathway,80,01/01/2026,31/03/2026,GREEN LIGHT TRUST
MHS126,People Waiting,206,01/01/2026,31/03/2026,GREEN LIGHT TRUST
MHS131,People Treated,15,01/01/2026,31/03/2026,GREEN LIGHT TRUST
MHS132,RTT Performance Percentage,38,01/01/2026,31/03/2026,GREEN LIGHT TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NORFOLK LGBT+ PROJECT
MHS126,People Waiting,*,01/01/2026,31/03/2026,NORFOLK LGBT+ PROJECT
MHS131,People Treated,*,01/01/2026,31/03/2026,NORFOLK LGBT+ PROJECT
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NORFOLK LGBT+ PROJECT
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SHEFFIELD CITIZENS ADVICE & LAW CENTRE
MHS126,People Waiting,*,01/01/2026,31/03/2026,SHEFFIELD CITIZENS ADVICE & LAW CENTRE
MHS131,People Treated,*,01/01/2026,31/03/2026,SHEFFIELD CITIZENS ADVICE & LAW CENTRE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SHEFFIELD CITIZENS ADVICE & LAW CENTRE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BFB LABS LTD.
MHS126,People Waiting,*,01/01/2026,31/03/2026,BFB LABS LTD.
MHS131,People Treated,*,01/01/2026,31/03/2026,BFB LABS LTD.
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,BFB LABS LTD.
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,XYLA NEURODEVELOPMENTAL SERVICES
MHS126,People Waiting,*,01/01/2026,31/03/2026,XYLA NEURODEVELOPMENTAL SERVICES
MHS131,People Treated,50,01/01/2026,31/03/2026,XYLA NEURODEVELOPMENTAL SERVICES
MHS132,RTT Performance Percentage,118,01/01/2026,31/03/2026,XYLA NEURODEVELOPMENTAL SERVICES
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,PHASE TRUST
MHS126,People Waiting,*,01/01/2026,31/03/2026,PHASE TRUST
MHS131,People Treated,42,01/01/2026,31/03/2026,PHASE TRUST
MHS132,RTT Performance Percentage,134,01/01/2026,31/03/2026,PHASE TRUST
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SPEECH AND LANGUAGE THERAPY WEST MIDLANDS LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,SPEECH AND LANGUAGE THERAPY WEST MIDLANDS LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,SPEECH AND LANGUAGE THERAPY WEST MIDLANDS LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,SPEECH AND LANGUAGE THERAPY WEST MIDLANDS LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EASINGTON EMPLOYMENT SUPPORT
MHS126,People Waiting,*,01/01/2026,31/03/2026,EASINGTON EMPLOYMENT SUPPORT
MHS131,People Treated,*,01/01/2026,31/03/2026,EASINGTON EMPLOYMENT SUPPORT
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EASINGTON EMPLOYMENT SUPPORT
MHS125,People Entering RTT Pathway,0,01/01/2026,31/03/2026,RICHMOND FELLOWSHIP IPS - BSW
MHS126,People Waiting,36,01/01/2026,31/03/2026,RICHMOND FELLOWSHIP IPS - BSW
MHS131,People Treated,*,01/01/2026,31/03/2026,RICHMOND FELLOWSHIP IPS - BSW
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,RICHMOND FELLOWSHIP IPS - BSW
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,MINDLER LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,MINDLER LTD
MHS131,People Treated,20,01/01/2026,31/03/2026,MINDLER LTD
MHS132,RTT Performance Percentage,59,01/01/2026,31/03/2026,MINDLER LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE MIND
MHS131,People Treated,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE MIND
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,NOTTINGHAMSHIRE MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,MOTHERS FOR MOTHERS
MHS126,People Waiting,*,01/01/2026,31/03/2026,MOTHERS FOR MOTHERS
MHS131,People Treated,*,01/01/2026,31/03/2026,MOTHERS FOR MOTHERS
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,MOTHERS FOR MOTHERS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SELFA
MHS126,People Waiting,*,01/01/2026,31/03/2026,SELFA
MHS131,People Treated,0,01/01/2026,31/03/2026,SELFA
MHS132,RTT Performance Percentage,7,01/01/2026,31/03/2026,SELFA
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HEALIOS LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,HEALIOS LTD
MHS131,People Treated,67,01/01/2026,31/03/2026,HEALIOS LTD
MHS132,RTT Performance Percentage,134,01/01/2026,31/03/2026,HEALIOS LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,EVOLVE PSYCHOLOGY SERVICES LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,EVOLVE PSYCHOLOGY SERVICES LTD
MHS131,People Treated,*,01/01/2026,31/03/2026,EVOLVE PSYCHOLOGY SERVICES LTD
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,EVOLVE PSYCHOLOGY SERVICES LTD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,AUTISM-IN-MIND COMMUNITY INTEREST COMPANY
MHS126,People Waiting,*,01/01/2026,31/03/2026,AUTISM-IN-MIND COMMUNITY INTEREST COMPANY
MHS131,People Treated,*,01/01/2026,31/03/2026,AUTISM-IN-MIND COMMUNITY INTEREST COMPANY
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,AUTISM-IN-MIND COMMUNITY INTEREST COMPANY
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ABBI CLINIC
MHS126,People Waiting,*,01/01/2026,31/03/2026,ABBI CLINIC
MHS131,People Treated,*,01/01/2026,31/03/2026,ABBI CLINIC
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ABBI CLINIC
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,COMPACT FOR RACE EQUALITY IN SOUTH TYNESIDE
MHS126,People Waiting,*,01/01/2026,31/03/2026,COMPACT FOR RACE EQUALITY IN SOUTH TYNESIDE
MHS131,People Treated,*,01/01/2026,31/03/2026,COMPACT FOR RACE EQUALITY IN SOUTH TYNESIDE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,COMPACT FOR RACE EQUALITY IN SOUTH TYNESIDE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ACHIEVING FOR CHILDREN - RICHMOND AND KINGSTON
MHS126,People Waiting,*,01/01/2026,31/03/2026,ACHIEVING FOR CHILDREN - RICHMOND AND KINGSTON
MHS131,People Treated,81,01/01/2026,31/03/2026,ACHIEVING FOR CHILDREN - RICHMOND AND KINGSTON
MHS132,RTT Performance Percentage,238,01/01/2026,31/03/2026,ACHIEVING FOR CHILDREN - RICHMOND AND KINGSTON
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BEACON COUNSELLING
MHS126,People Waiting,*,01/01/2026,31/03/2026,BEACON COUNSELLING
MHS131,People Treated,23,01/01/2026,31/03/2026,BEACON COUNSELLING
MHS132,RTT Performance Percentage,74,01/01/2026,31/03/2026,BEACON COUNSELLING
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,HULL AND EAST YORKSHIRE MIND
MHS126,People Waiting,*,01/01/2026,31/03/2026,HULL AND EAST YORKSHIRE MIND
MHS131,People Treated,52,01/01/2026,31/03/2026,HULL AND EAST YORKSHIRE MIND
MHS132,RTT Performance Percentage,225,01/01/2026,31/03/2026,HULL AND EAST YORKSHIRE MIND
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ELYSIUM HEALTHCARE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ELYSIUM HEALTHCARE
MHS131,People Treated,*,01/01/2026,31/03/2026,ELYSIUM HEALTHCARE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ELYSIUM HEALTHCARE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,KOOTH DIGITAL HEALTH LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,KOOTH DIGITAL HEALTH LIMITED
MHS131,People Treated,0,01/01/2026,31/03/2026,KOOTH DIGITAL HEALTH LIMITED
MHS132,RTT Performance Percentage,0,01/01/2026,31/03/2026,KOOTH DIGITAL HEALTH LIMITED
MHS125,People Entering RTT Pathway,194,01/01/2026,31/03/2026,THE BRANDON CENTRE
MHS126,People Waiting,541,01/01/2026,31/03/2026,THE BRANDON CENTRE
MHS131,People Treated,102,01/01/2026,31/03/2026,THE BRANDON CENTRE
MHS132,RTT Performance Percentage,436,01/01/2026,31/03/2026,THE BRANDON CENTRE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CLINICAL PARTNERS
MHS126,People Waiting,*,01/01/2026,31/03/2026,CLINICAL PARTNERS
MHS131,People Treated,345,01/01/2026,31/03/2026,CLINICAL PARTNERS
MHS132,RTT Performance Percentage,852,01/01/2026,31/03/2026,CLINICAL PARTNERS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ELLERN MEDE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ELLERN MEDE
MHS131,People Treated,*,01/01/2026,31/03/2026,ELLERN MEDE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ELLERN MEDE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,COMPASS
MHS126,People Waiting,*,01/01/2026,31/03/2026,COMPASS
MHS131,People Treated,8,01/01/2026,31/03/2026,COMPASS
MHS132,RTT Performance Percentage,33,01/01/2026,31/03/2026,COMPASS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,CHUMS CIC
MHS126,People Waiting,*,01/01/2026,31/03/2026,CHUMS CIC
MHS131,People Treated,35,01/01/2026,31/03/2026,CHUMS CIC
MHS132,RTT Performance Percentage,106,01/01/2026,31/03/2026,CHUMS CIC
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,PSYCH-UK LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,PSYCH-UK LIMITED
MHS131,People Treated,76,01/01/2026,31/03/2026,PSYCH-UK LIMITED
MHS132,RTT Performance Percentage,144,01/01/2026,31/03/2026,PSYCH-UK LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,42ND STREET
MHS126,People Waiting,*,01/01/2026,31/03/2026,42ND STREET
MHS131,People Treated,26,01/01/2026,31/03/2026,42ND STREET
MHS132,RTT Performance Percentage,78,01/01/2026,31/03/2026,42ND STREET
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,THE WHAT CENTRE LIMITED
MHS126,People Waiting,*,01/01/2026,31/03/2026,THE WHAT CENTRE LIMITED
MHS131,People Treated,19,01/01/2026,31/03/2026,THE WHAT CENTRE LIMITED
MHS132,RTT Performance Percentage,78,01/01/2026,31/03/2026,THE WHAT CENTRE LIMITED
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BRADFORD THERAPEUTIC SERVICES
MHS126,People Waiting,*,01/01/2026,31/03/2026,BRADFORD THERAPEUTIC SERVICES
MHS131,People Treated,93,01/01/2026,31/03/2026,BRADFORD THERAPEUTIC SERVICES
MHS132,RTT Performance Percentage,152,01/01/2026,31/03/2026,BRADFORD THERAPEUTIC SERVICES
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,LEICESTER POST SEXUAL ABUSE SERVICE
MHS126,People Waiting,*,01/01/2026,31/03/2026,LEICESTER POST SEXUAL ABUSE SERVICE
MHS131,People Treated,*,01/01/2026,31/03/2026,LEICESTER POST SEXUAL ABUSE SERVICE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,LEICESTER POST SEXUAL ABUSE SERVICE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,OFF THE RECORD YOUTH COUNSELLING
MHS126,People Waiting,*,01/01/2026,31/03/2026,OFF THE RECORD YOUTH COUNSELLING
MHS131,People Treated,30,01/01/2026,31/03/2026,OFF THE RECORD YOUTH COUNSELLING
MHS132,RTT Performance Percentage,85,01/01/2026,31/03/2026,OFF THE RECORD YOUTH COUNSELLING
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,OPTIONS FOR CARE
MHS126,People Waiting,*,01/01/2026,31/03/2026,OPTIONS FOR CARE
MHS131,People Treated,*,01/01/2026,31/03/2026,OPTIONS FOR CARE
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,OPTIONS FOR CARE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ACTIVE PATHWAYS
MHS126,People Waiting,*,01/01/2026,31/03/2026,ACTIVE PATHWAYS
MHS131,People Treated,*,01/01/2026,31/03/2026,ACTIVE PATHWAYS
MHS132,RTT Performance Percentage,*,01/01/2026,31/03/2026,ACTIVE PATHWAYS
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SOLUTIONS4HEALTH LTD
MHS126,People Waiting,*,01/01/2026,31/03/2026,SOLUTIONS4HEALTH LTD
MHS131,People Treated,35,01/01/2026,31/03/2026,SOLUTIONS4HEALTH LTD
MHS132,RTT Performance Percentage,40,01/01/2026,31/03/2026,SOLUTIONS4HEALTH LTD
MHS125,People Entering RTT Pathway,13,01/01/2026,31/03/2026,STEP 2 YOUNG PEOPLE'S HEALTH (TONG STREET)
MHS126,People Waiting,28,01/01/2026,31/03/2026,STEP 2 YOUNG PEOPLE'S HEALTH (TONG STREET)
MHS131,People Treated,13,01/01/2026,31/03/2026,STEP 2 YOUNG PEOPLE'S HEALTH (TONG STREET)
MHS132,RTT Performance Percentage,108,01/01/2026,31/03/2026,STEP 2 YOUNG PEOPLE'S HEALTH (TONG STREET)
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BARNARDO'S LISTER HILLS BRADFORD
MHS126,People Waiting,*,01/01/2026,31/03/2026,BARNARDO'S LISTER HILLS BRADFORD
MHS131,People Treated,26,01/01/2026,31/03/2026,BARNARDO'S LISTER HILLS BRADFORD
MHS132,RTT Performance Percentage,65,01/01/2026,31/03/2026,BARNARDO'S LISTER HILLS BRADFORD
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,ISLINGTON MENTAL HEALTH SERVICE
MHS126,People Waiting,*,01/01/2026,31/03/2026,ISLINGTON MENTAL HEALTH SERVICE
MHS131,People Treated,101,01/01/2026,31/03/2026,ISLINGTON MENTAL HEALTH SERVICE
MHS132,RTT Performance Percentage,244,01/01/2026,31/03/2026,ISLINGTON MENTAL HEALTH SERVICE
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,BARNARDO'S MYTIME CUMBRIA
MHS126,People Waiting,*,01/01/2026,31/03/2026,BARNARDO'S MYTIME CUMBRIA
MHS131,People Treated,70,01/01/2026,31/03/2026,BARNARDO'S MYTIME CUMBRIA
MHS132,RTT Performance Percentage,97,01/01/2026,31/03/2026,BARNARDO'S MYTIME CUMBRIA
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,SOUTH MENTAL HEALTH SUPPORT TEAM - CUMBRIA
MHS126,People Waiting,*,01/01/2026,31/03/2026,SOUTH MENTAL HEALTH SUPPORT TEAM - CUMBRIA
MHS131,People Treated,20,01/01/2026,31/03/2026,SOUTH MENTAL HEALTH SUPPORT TEAM - CUMBRIA
MHS132,RTT Performance Percentage,96,01/01/2026,31/03/2026,SOUTH MENTAL HEALTH SUPPORT TEAM - CUMBRIA
MHS125,People Entering RTT Pathway,*,01/01/2026,31/03/2026,YOUNG PERSON'S SOCIAL PERSCRIBING SERVICE - CUMBRIA
MHS126,People Waiting,*,01/01/2026,31/03/2026,YOUNG PERSON'S SOCIAL PERSCRIBING SERVICE - CUMBRIA
