KPI_CATEGORY,KPI_ID,KPI_NAME,VALUE,PERIOD_START,PERIOD_END,REGION
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,SHEFFIELD SUPPORT HUB
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ST HELEN'S RESILIENCE SERVICE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BAND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ROTHERHAM SAFE SPACE
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CHILDREN AND YOUNG PEOPLES EMPOWERMENT PROJECT (CHILYPEP)
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,CORNWALL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ABL HEALTH - SWINDON
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,BRISTOL MIND
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,ANGLIA CARE TRUST
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,NORFOLK
Admissions,MHS106,Acute admissions in the RP,*,01/01/2026,31/03/2026,INNOVATE ADHD LTD
Admissions,MHS106a,Acute admissions with previous contact to MH services in the RP,*,01/01/2026,31/03/2026,INNOVATE ADHD LTD
Admissions,MHS106b,Acute admissions with no previous contact to MH services in the RP,*,01/01/2026,31/03/2026,INNOVATE ADHD LTD
